,slug,playtime,released,rating,rating_top,ratings_count,reviews_text_count,added,metacritic,suggestions_count,updated,tags,reviews_count,genres,yet,owned,beaten,toplay,dropped,playing
1098,kutar-burger-factory,0,11/10/2016,0,0,0,0,1,,66,2019-01-09T12:41:06,"Dog, simple",0,,0,1,0,0,0,0
1099,word-puzzles-by-powgi,0,2/11/2016,0,0,0,0,1,,120,2019-01-09T12:41:06,"Education, puzzles",0,,0,0,0,1,0,0
1100,paddington-adventures-in-london,0,8/13/2015,0,0,0,0,1,,77,2019-01-09T12:41:06,"Rhythm, bear",0,,0,1,0,0,0,0
1101,my-riding-stables-3d-jumping-for-the-team,0,5/2/2013,0,0,0,0,1,,215,2019-01-09T12:41:06,"Story, Minigames",0,,0,1,0,0,0,0
1102,johnny-impossible,0,12/27/2012,0,0,0,0,1,,134,2019-01-09T12:41:06,"Robots, Space",0,,0,1,0,0,0,0
1103,hello-kitty-picnic-with-sanrio-friends,0,10/30/2012,0,0,0,0,1,,124,2019-01-09T12:41:06,"Narration, challenge",0,,0,1,0,0,0,0
1104,justice-chronicles,0,12/17/2015,0,0,0,0,1,,344,2019-08-02T03:28:23,,0,"Adventure, RPG",0,1,0,0,0,0
1105,wreck-it-ralph,0,10/30/2012,0,0,0,0,1,,0,2019-01-09T12:41:06,"hero, collection",0,,0,1,0,0,0,0
1106,symphony-of-eternity,0,10/5/2017,0,0,0,0,1,,115,2019-01-09T12:41:06,,0,,0,1,0,0,0,0
1107,blazblue-clonephantasma,0,8/21/2014,0,0,0,0,1,,86,2019-01-09T12:41:06,"Cute, Mystery",0,,0,1,0,0,0,0
1108,hello-kitty-and-sanrio-friends-3d-racing,0,11/11/2014,0,0,0,0,1,,128,2019-01-09T12:41:06,"Cute, character",0,,0,1,0,0,0,0
1109,castle-conqueror-defender,0,11/13/2014,0,0,0,0,1,,135,2019-01-09T12:41:06,,0,,0,1,0,0,0,0
1110,zombie-incident,0,3/5/2015,0,0,0,0,1,,105,2019-01-09T12:41:06,"Soundtrack, chiptune",0,,0,1,0,0,0,0
1111,3d-streets-of-rage-2,0,7/23/2015,0,0,0,0,1,,205,2019-01-09T12:41:06,,0,,0,1,0,0,0,0
1112,best-of-board-games-solitaire,0,7/30/2015,0,0,0,0,1,,81,2019-01-09T12:41:06,,0,,0,1,0,0,0,0
1113,best-of-arcade-games-air-hockey,0,8/13/2015,0,0,0,0,1,,67,2019-01-09T12:41:06,,0,,0,1,0,0,0,0
1114,fairune2,0,10/20/2016,0,0,0,0,1,,116,2019-01-09T12:41:06,"role-playing, puzzles",0,,0,1,0,0,0,0
1115,dangerous-road,0,11/10/2016,0,0,0,0,1,,196,2019-01-09T12:41:06,"Survival, Trains",0,,0,1,0,0,0,0
1116,pink-dot-blue-dot,0,3/9/2017,0,0,0,0,1,,12,2019-01-09T12:41:06,,0,,0,0,0,1,0,0
1117,dodgebox,0,5/18/2017,0,0,0,0,1,,15,2019-01-09T12:41:06,"fun, avoid",0,,0,1,0,0,0,0
1118,runbow-pocket,0,6/20/2017,0,0,0,0,1,,113,2019-01-09T12:41:06,"online, click",0,,0,0,0,1,0,0
1119,tank-troopers,0,2/16/2017,0,0,0,0,1,,250,2019-09-12T06:37:45,"exclusive, true exclusive",0,,0,1,0,0,0,0
1120,blaster-master,0,12/14/2009,0,0,0,0,1,,296,2019-01-09T12:41:06,"Endless, maze",0,,0,1,0,0,0,0
1121,up-up-bot,0,5/10/2018,0,0,0,0,1,,25,2019-01-09T12:41:06,"Robots, fun",0,,0,1,0,0,0,0
1122,dragons-wrath,0,11/19/2018,0,0,0,0,1,,57,2019-01-18T03:41:03,"Dragons, Experimental",0,,0,1,0,0,0,0
1123,club-nintendo-picross-2,0,10/9/2014,0,0,0,0,1,,8,2019-12-09T01:54:59,,0,,0,0,1,0,0,0
1124,witch-hero-2,0,3/24/2016,0,0,0,0,1,,118,2020-12-16T14:14:08,"Magic, Blood",0,,0,1,0,0,0,0
1125,sprung-a-game-where-everyone-scores,0,12/8/2004,0,0,0,0,1,48,0,2020-09-26T12:09:48,,0,"Adventure, Simulation",1,0,0,0,0,0
1126,disney-infinity-toy-box-challenge,0,8/14/2013,0,0,0,0,1,,278,2019-01-09T12:41:06,,0,,0,1,0,0,0,0
1127,rpg-machine-knight,0,7/1/2013,0,0,0,0,1,,353,2019-08-02T03:27:43,,0,"Adventure, RPG",0,0,1,0,0,0
1128,mini-golf-resort,0,12/22/2016,0,0,0,0,1,,190,2019-01-09T12:41:06,"Golf, character",0,,0,1,0,0,0,0
1129,kutar-concert-staff,0,11/10/2016,0,0,0,0,1,,77,2019-01-09T12:41:06,"Dog, simple",0,,0,1,0,0,0,0
1130,kutar-apple,0,11/10/2016,0,0,0,0,1,,60,2019-01-09T12:41:06,"Dog, character",0,,0,1,0,0,0,0
1131,proun,0,3/5/2015,0,0,0,0,1,,57,2019-01-09T12:41:06,"Music, challenge",0,,0,1,0,0,0,0
1132,grinsia,0,5/8/2014,0,0,0,0,1,,111,2019-01-09T12:41:06,,0,,1,0,0,0,0,0
1133,3d-shinobi-iii-return-of-the-ninja-master,0,12/19/2013,0,0,0,0,1,,107,2019-01-09T12:41:06,"Crime, city",0,,0,1,0,0,0,0
1134,the-croods-prehistoric-party,0,3/3/2013,0,0,0,0,1,,473,2019-01-09T12:41:06,,0,,0,1,0,0,0,0
1135,slitherlink-by-nikoli,0,6/21/2012,0,0,0,0,1,,102,2019-01-09T12:41:06,,0,,0,1,0,0,0,0
1136,bomb-monkey,0,6/28/2012,0,0,0,0,1,,100,2019-01-09T12:41:06,,0,,0,1,0,0,0,0
1137,nicktoons-mlb-3d,0,3/6/2012,0,0,0,0,1,,161,2019-01-09T12:41:06,"challenge, baseball",0,,0,1,0,0,0,0
1138,paws-claws-pampered-pets-resort-3d,0,11/30/2011,0,0,0,0,1,,148,2019-01-09T12:41:06,"Relaxing, love",0,,0,1,0,0,0,0
1139,carnival-games-wild-west-3d,0,11/21/2011,0,0,0,0,1,,183,2019-01-09T12:41:06,,0,,0,1,0,0,0,0
1140,petz-fantasy-3d,0,6/21/2011,0,0,0,0,1,,105,2019-01-09T12:41:06,"friends, humor",0,,0,1,0,0,0,0
1141,korg-dsn-12,0,10/23/2014,0,0,0,0,1,,92,2019-01-09T12:41:06,,0,,0,1,0,0,0,0
1142,pixel-paint,0,10/30/2014,0,0,0,0,1,,117,2019-01-09T12:41:06,,0,,0,1,0,0,0,0
1143,karous-the-beast-of-re-eden,0,4/30/2015,0,0,0,0,1,,125,2019-01-09T12:41:06,"War, achievements",0,,0,1,0,0,0,0
1144,samurai-defender,0,5/21/2015,0,0,0,0,1,,94,2019-01-09T12:41:06,"japan, castle",0,,0,1,0,0,0,0
1145,best-of-board-games-chess,0,6/18/2015,0,0,0,0,1,,86,2019-01-09T12:41:06,,0,,0,1,0,0,0,0
1146,the-magic-hammer,0,10/15/2015,0,0,0,0,1,,40,2019-01-09T12:41:06,"RPG, Story",0,,0,1,0,0,0,0
1147,hello-kittys-magic-apron,0,1/28/2016,0,0,0,0,1,,68,2019-01-09T12:41:06,"Cute, Rhythm",0,,0,1,0,0,0,0
1148,power-disc-slam,0,8/18/2016,0,0,0,0,1,,64,2019-01-09T12:41:06,"Survival, Dog",0,,0,1,0,0,0,0
1149,noahs-cradle,0,9/22/2016,0,0,0,0,1,,90,2019-01-09T12:41:06,"Space, battle",0,,0,1,0,0,0,0
1150,go-go-kokopolo-3d,0,2/23/2017,0,0,0,0,1,,97,2019-01-09T12:41:06,,0,,0,1,0,0,0,0
1151,rpg-maker-fes,0,6/27/2017,0,0,0,0,1,,123,2019-01-09T12:41:06,,0,,0,0,0,1,0,0
1152,clu-clu-land,3,9/1/2008,0,0,0,0,1,,140,2019-01-09T12:41:06,,0,,0,1,0,0,0,0
1153,radar-mission,0,6/6/2011,0,0,1,0,1,,135,2019-01-09T12:41:06,"First-Person, Turn-Based Strategy",1,,0,1,0,0,0,0
1154,deca-sports-extreme,0,4/28/2011,0,0,1,0,1,,195,2019-09-12T06:37:35,"exclusive, true exclusive",1,,0,1,0,0,0,0
1155,outdoors-unleashed-africa-3d,0,12/4/2011,0,0,0,0,1,,222,2019-01-09T12:41:06,,0,,0,1,0,0,0,0
1156,samurai-sword-destiny,0,1/5/2012,0,0,0,0,1,,249,2019-01-09T12:41:06,"Beautiful, samurai",0,,0,1,0,0,0,0
1157,purr-pals-purrfection,0,5/22/2012,0,0,0,0,1,,62,2019-01-09T12:41:06,"achievements, fun",0,,0,1,0,0,0,0
1158,akari-by-nikoli,0,7/5/2012,0,0,0,0,1,,110,2019-01-09T12:41:06,,0,,0,1,0,0,0,0
1159,3d-solitaire,0,6/7/2012,0,0,1,0,1,,224,2019-01-09T12:41:06,,1,,0,0,1,0,0,0
1160,rise-of-the-guardians-the-video-game-2,0,11/20/2012,0,0,0,0,1,,141,2019-01-09T12:41:06,"children, character",0,,0,1,0,0,0,0
1161,mystery-murders-jack-the-ripper,0,4/13/2012,0,0,0,0,1,,484,2019-01-09T12:41:06,,0,,0,1,0,0,0,0
1162,kokuga,0,9/27/2012,0,0,0,0,1,,234,2019-09-12T06:37:38,"Multiplayer, exclusive",0,,0,1,0,0,0,0
1163,jewel-master-cradle-of-rome-2,0,10/17/2013,0,0,0,0,1,,210,2019-01-09T12:41:06,,0,,0,1,0,0,0,0
1164,sabans-power-rangers-megaforce,0,11/5/2013,0,0,0,0,1,,204,2019-01-09T12:41:06,,0,,0,1,0,0,0,0
1165,nintendo-3ds-guide-louvre,0,12/2/2013,0,0,1,0,1,,102,2019-01-09T12:41:06,"Education, edutainment",1,,0,1,0,0,0,0
1166,3d-space-harrier,0,12/26/2012,0,0,1,0,1,,71,2019-01-09T12:41:06,"Dragons, Space",1,,0,0,0,0,1,0
1167,the-denpa-men-3-the-rise-of-digitoll,0,5/8/2014,0,0,0,0,1,,77,2019-01-09T12:41:06,,0,,0,1,0,0,0,0
1168,alien-on-the-run,0,5/22/2014,0,0,0,0,1,,88,2019-01-09T12:41:06,"Space, Traps",0,,0,1,0,0,0,0
1169,dragon-quest-monsters-joker-3,0,3/24/2016,0,0,0,0,1,,0,2019-09-12T06:37:36,"exclusive, true exclusive",0,,0,1,0,0,0,0
1170,fireman-sam-action-stations,0,11/15/2013,0,0,0,0,1,,0,2019-06-25T04:26:29,,0,,0,1,0,0,0,0
1171,puzzle-dragons-x-ryuu-no-shou,0,,0,0,0,0,1,,0,2019-09-12T06:37:43,"exclusive, true exclusive",0,,0,1,0,0,0,0
1172,pokemon-ultra-sun-pokemon-ultra-moon-veteran-train,0,,0,0,0,0,1,,0,2019-09-12T06:37:42,"exclusive, true exclusive",0,,0,1,0,0,0,0
1173,guild01,0,,0,0,0,0,1,,0,2019-09-12T06:37:37,"exclusive, true exclusive",0,,0,1,0,0,0,0
1174,the-peanuts-movie-snoopys-grand-adventure,0,11/3/2015,0,0,1,0,1,,0,2019-02-06T18:44:35,,1,,0,0,1,0,0,0
1175,michael-jackson-the-experience-hd,0,2/15/2012,0,0,2,0,1,61,105,2019-03-29T17:00:16,,2,,0,0,1,0,0,0
1176,moshi-monsters-katsuma-unleashed,0,10/11/2013,0,0,0,0,1,,0,2019-06-25T14:37:28,,0,,0,1,0,0,0,0
1177,pokemon-omega-ruby-alpha-sapphire-dual-pack,0,11/21/2014,0,0,0,0,1,,0,2019-09-12T06:37:42,"exclusive, true exclusive",0,,0,1,0,0,0,0
1178,vitamin-x-evolution-plus,0,9/9/2010,0,0,0,0,1,,0,2019-06-26T04:57:30,,0,,0,1,0,0,0,0
1179,great-detective-pikachu,0,2/3/2016,0,0,0,0,1,,0,2019-06-25T06:54:24,,0,,0,1,0,0,0,0
1180,jewel-link-double-pack-safari-quest-and-atlantic-q,0,4/10/2015,0,0,0,0,1,,0,2019-06-25T09:18:22,,0,,0,1,0,0,0,0
1181,legends-of-oz-dorothys-return,0,4/29/2014,0,0,0,0,1,,0,2019-06-25T11:27:21,,0,,0,1,0,0,0,0
1182,one-piece-romance-dawn,0,,0,0,0,0,1,,0,2019-09-12T06:39:17,,0,,0,0,1,0,0,0
1183,yo-kai-watch-2,0,12/13/2014,0,0,0,0,1,,0,2019-06-26T06:31:46,,0,,0,1,0,0,0,0
1184,gargoyles-quest-ii-the-demon-darkness,0,7/17/1992,0,0,0,0,1,,324,2019-04-24T14:04:58,"Dark, battle",0,,0,0,0,0,0,1
1185,battleminerz,0,12/21/2017,0,0,0,0,0,,243,2019-01-09T12:41:06,"First-Person, Multiplayer",0,,0,0,0,0,0,0
1186,rto-3,0,7/26/2018,0,0,0,0,0,,149,2019-01-09T12:41:06,,0,,0,0,0,0,0,0
1187,pokemon-ultra-sun-starter-pack,0,11/17/2017,0,0,0,0,0,,115,2019-01-09T12:41:06,,0,,0,0,0,0,0,0
1188,phils-epic-fill-a-pix-adventure,0,11/2/2017,0,0,0,0,0,,134,2019-01-09T12:41:06,,0,,0,0,0,0,0,0
1189,galaxy-blaster-code-red,0,10/19/2017,0,0,0,0,0,,34,2019-01-09T12:41:06,,0,,0,0,0,0,0,0
1190,physical-contact-speed,0,7/27/2017,0,0,0,0,0,,146,2019-01-09T12:41:06,"puzzles, communication",0,,0,0,0,0,0,0
1191,dodge-club-pocket,0,3/29/2018,0,0,0,0,0,,61,2019-01-09T12:41:06,"Other, First-Person",0,,0,0,0,0,0,0
1192,purr-paws-purrfection,0,4/26/2012,0,0,0,0,0,,0,2019-01-09T12:41:06,,0,,0,0,0,0,0,0
1193,mononoke-forest,0,12/31/2017,0,0,0,0,0,,100,2019-01-09T12:41:06,"Monsters, build",0,,0,0,0,0,0,0
1194,antipole-dx,0,12/31/2017,0,0,0,0,0,,515,2019-11-08T02:23:42,"Full controller support, Singleplayer",0,"Indie, Action",0,0,0,0,0,0
1195,ascent-of-kings,0,3/13/2013,0,0,0,0,0,,195,2019-10-22T14:15:42,"Epic, Traps",0,"Arcade, Adventure",0,0,0,0,0,0
1196,double-breakout,0,9/22/2016,0,0,0,0,0,,187,2019-01-09T12:41:06,"Other, puzzles",0,,0,0,0,0,0,0
