,slug,playtime,released,rating,rating_top,ratings_count,reviews_text_count,added,metacritic,suggestions_count,updated,tags,reviews_count,genres,yet,owned,beaten,toplay,dropped,playing
1220,best-of-mahjong,0,1/15/2015,0,0,0,0,0,,117,2019-01-09T12:41:06,,0,,0,0,0,0,0,0
1221,flick-golf-3d,0,7/30/2015,0,0,0,0,0,,82,2019-01-09T12:41:06,,0,,0,0,0,0,0,0
1222,gotcha-racing,0,8/27/2015,0,0,0,0,0,,119,2019-01-09T12:41:06,"race, car",0,,0,0,0,0,0,0
1223,i-love-my-pony,0,11/19/2015,0,0,0,0,0,,89,2019-01-09T12:41:06,"Training, Story",0,,0,0,0,0,0,0
1224,ocean-runner,0,1/7/2016,0,0,0,0,0,,104,2019-01-09T12:41:06,"Runner, Underwater",0,,0,0,0,0,0,0
1225,japanese-rail-sim-3d-journey-in-suburbs-1-vol2,0,3/24/2016,0,0,0,0,0,,77,2019-01-09T12:41:06,,0,,0,0,0,0,0,0
1226,doll-fashion-atelier,0,4/7/2016,0,0,0,0,0,,164,2019-01-09T12:41:06,,0,,0,0,0,0,0,0
1227,rubiks-cube,0,6/23/2016,0,0,0,0,0,,113,2019-01-09T12:41:06,,0,,0,0,0,0,0,0
1228,word-logic-by-powgi,0,8/18/2016,0,0,0,0,0,,120,2019-01-09T12:41:06,,0,,0,0,0,0,0,0
1229,splat-the-difference,0,9/15/2016,0,0,0,0,0,,83,2019-01-09T12:41:06,,0,,0,0,0,0,0,0
1230,box-up,0,10/27/2016,0,0,0,0,0,,51,2019-01-09T12:41:06,,0,,0,0,0,0,0,0
1231,ice-station-z,0,11/3/2016,0,0,0,0,0,,120,2019-01-09T12:41:06,"Multiplayer, friends",0,,0,0,0,0,0,0
1232,word-search-10k,0,1/26/2017,0,0,0,0,0,,51,2019-01-09T12:41:06,"edutainment, puzzles",0,,0,0,0,0,0,0
1233,kung-fu-fight-2,0,3/30/2017,0,0,0,0,0,,100,2019-01-09T12:41:06,"Retro, school",0,,0,0,0,0,0,0
1234,mysterious-stars-3d-road-to-idol,0,5/18/2017,0,0,0,0,0,,83,2019-01-09T12:41:06,"puzzles, board-games",0,,0,0,0,0,0,0
1235,jewel-adventures,0,9/5/2013,0,0,0,0,0,,126,2019-01-09T12:41:06,,0,,0,0,0,0,0,0
1236,astro,0,9/26/2013,0,0,0,0,0,,95,2019-01-09T12:41:06,"Space, hard",0,,0,0,0,0,0,0
1237,chevrolet-camaro-wild-ride,0,9/12/2011,0,0,0,0,0,,151,2019-01-09T12:41:06,"race, cars",0,,0,0,0,0,0,0
1238,lockn-chase,0,1/19/2012,0,0,0,0,0,,70,2019-01-09T12:41:06,"NES, block",0,,0,0,0,0,0,0
1239,planet-crashers,0,7/26/2012,0,0,0,0,0,,224,2019-01-09T12:41:06,,0,,0,0,0,0,0,0
1240,the-phantom-thief-stina-and-30-jewels,0,7/19/2012,0,0,0,0,0,,0,2019-01-09T12:41:06,"Detective, Heist",0,,0,0,0,0,0,0
1241,crazy-chicken-pirates-3d,0,8/16/2012,0,0,0,0,0,,204,2019-01-09T12:41:06,"Pirates, island",0,,0,0,0,0,0,0
1242,monster-4x4,0,6/8/2012,0,0,0,0,0,,132,2019-01-09T12:41:06,"Destruction, Multiplayer",0,,0,0,0,0,0,0
1243,riding-stables-3d,0,12/20/2012,0,0,0,0,0,,144,2019-01-09T12:41:06,"friendship, jumping",0,,0,0,0,0,0,0
1244,reel-fishing-3d-paradise-mini,0,1/10/2013,0,0,0,0,0,,80,2019-01-09T12:41:06,,0,,0,0,0,0,0,0
1245,cocoto-alien-brick-breaker,0,6/28/2012,0,0,0,0,0,,81,2019-01-09T12:41:06,,0,,0,0,0,0,0,0
1246,kirbys-star-stacker,0,1/17/2013,0,0,0,0,0,,102,2019-01-09T12:41:06,,0,,0,0,0,0,0,0
1247,picdun-2-witchs-curse,0,2/21/2013,0,0,0,0,0,,308,2019-01-09T12:41:06,,0,,0,0,0,0,0,0
1248,crazy-construction,0,4/25/2013,0,0,0,0,0,,223,2019-01-09T12:41:06,"Other, puzzles",0,,0,0,0,0,0,0
1249,bugs-vs-tanks,0,3/19/2013,0,0,0,0,0,,199,2019-01-09T12:41:06,"Tanks, War",0,,0,0,0,0,0,0
1250,gabrielles-ghostly-groove-mini,0,6/27/2013,0,0,0,0,0,,146,2019-01-09T12:41:06,,0,,0,0,0,0,0,0
1251,crystal-warriors,0,6/27/2013,0,0,0,0,0,,103,2019-01-09T12:41:06,,0,,0,0,0,0,0,0
1252,my-farm-3d,0,7/10/2013,0,0,0,0,0,,230,2019-01-09T12:41:06,"friends, Animals",0,,0,0,0,0,0,0
1253,family-kart-3d,0,8/1/2013,0,0,0,0,0,,161,2019-01-09T12:41:06,,0,,0,0,0,0,0,0
1254,smash-bowling-3d,0,8/8/2013,0,0,0,0,0,,98,2019-01-09T12:41:06,"Multiplayer, ball",0,,0,0,0,0,0,0
1255,heavy-fire-black-arms-3d,0,8/15/2013,0,0,0,0,0,,288,2019-01-09T12:41:06,,0,,0,0,0,0,0,0
1256,mystery-murders-the-sleeping-palace,0,9/26/2013,0,0,0,0,0,,290,2019-01-09T12:41:06,"Dark, Romance",0,,0,0,0,0,0,0
1257,escape-from-zombie-city,0,10/10/2013,0,0,0,0,0,,153,2019-01-09T12:41:06,"Zombies, race",0,,0,0,0,0,0,0
1258,secret-mysteries-in-new-york,0,11/14/2013,0,0,0,0,0,,201,2019-01-09T12:41:06,,0,,0,0,0,0,0,0
1259,race-to-the-line,0,11/28/2013,0,0,0,0,0,,76,2019-01-09T12:41:06,"race, cars",0,,0,0,0,0,0,0
1260,castle-clout-3d,0,1/30/2014,0,0,0,0,0,,241,2019-01-09T12:41:06,,0,,0,0,0,0,0,0
1261,yumis-odd-odyssey,0,6/20/2013,0,0,0,0,0,,106,2019-01-09T12:41:06,"Fishing, fight",0,,0,0,0,0,0,0
1262,denpa-men-3-the-rise-of-digitoll-the,0,8/7/2013,0,0,0,0,0,,0,2019-06-25T01:49:42,,0,,0,0,0,0,0,0
1263,disney-big-hero-6,0,10/28/2014,0,0,0,0,0,,0,2019-06-25T02:05:53,,0,,0,0,0,0,0,0
1264,doraemon-nobita-to-himitsu-dougu-hakubutsukan,0,3/7/2013,0,0,0,0,0,,0,2019-06-25T02:14:21,,0,"Arcade, Adventure",0,0,0,0,0,0
1265,doraemon-shin-nobita-no-daimakyou-peko-to-5-nin-no,0,3/7/2014,0,0,0,0,0,,0,2019-06-25T02:14:30,,0,,0,0,0,0,0,0
1266,dot-runner-complete-edition,0,9/14/2011,0,0,0,0,0,,0,2019-06-25T02:16:02,,0,,0,0,0,0,0,0
1267,6x1-unlimited,0,1/7/2015,0,0,0,0,0,,0,2019-06-24T20:11:55,,0,,0,0,0,0,0,0
1268,alien-chaos-3d,0,9/25/2012,0,0,0,0,0,,0,2019-06-24T20:47:00,,0,,0,0,0,0,0,0
1269,atelier-deco-la-doll-collection,0,,0,0,0,0,0,,0,2019-06-24T21:35:16,,0,,0,0,0,0,0,0
1270,bikkuriman-kanjuku-haoh-sanmi-douran-sensouki,0,7/21/2011,0,0,0,0,0,,0,2019-06-24T22:34:31,,0,,0,0,0,0,0,0
1271,calcio-bit,0,1/1/2030,0,0,0,0,0,,0,2019-06-24T23:34:43,,0,,0,0,0,0,0,0
1272,shoshinshakara-nippon-ichi-made-flash-anzan,0,3/28/2013,0,0,0,0,0,,0,2019-06-25T22:00:35,,0,,0,0,0,0,0,0
1273,terra-formars-fierce-battle-on-the-crimson-planet,0,3/2/2015,0,0,0,0,0,,0,2019-06-26T02:02:28,,0,,0,0,0,0,0,0
1274,vektor-tank-3d-plus,0,,0,0,0,0,0,,0,2019-06-26T04:48:47,,0,,0,0,0,0,0,0
1275,x-type-plus,0,7/31/2014,0,0,0,0,0,,0,2019-06-26T06:27:57,,0,,0,0,0,0,0,0
1276,greco-kara-no-chousenjou-keisan-no-yakata-to-obake,0,8/21/2013,0,0,0,0,0,,0,2019-06-25T06:55:56,,0,,0,0,0,0,0,0
1277,greco-kara-no-chousenjou-keisan-no-yakata-to-oba-4,0,8/21/2013,0,0,0,0,0,,0,2019-06-25T06:56:34,,0,,0,0,0,0,0,0
1278,guild02-uchuusen-damrey-gou,0,3/27/2013,0,0,0,0,0,,0,2019-06-25T07:06:16,,0,,0,0,0,0,0,0
1279,inazuma-eleven-1-2-3-the-legend-of-endou-mamoru,0,11/29/2012,0,0,0,0,0,,0,2019-06-25T08:37:34,,0,"Arcade, Sports",0,0,0,0,0,0
1280,kiniro-no-corda-3-full-voice-special,0,9/19/2013,0,0,0,0,0,,0,2019-06-25T10:18:16,,0,,0,0,0,0,0,0
1281,kirameki-waku-waku-sweets,0,12/12/2013,0,0,0,0,0,,0,2019-06-25T10:18:38,,0,,0,0,0,0,0,0
1282,kobitodzukan-kobito-no-fushigi-jikken-set,0,12/12/2013,0,0,0,0,0,,0,2019-06-25T10:26:52,,0,,0,0,0,0,0,0
1283,kuma-mon-bomber-puzzle-de-kuma-mon-taisou,0,3/13/2014,0,0,0,0,0,,0,2019-06-25T10:37:55,,0,,0,0,0,0,0,0
1284,kuukan-sagashimono-kei-nouryoku-kaihatsu-3d-nou-tr,0,4/7/2011,0,0,0,0,0,,0,2019-06-25T10:40:20,,0,"Educational, Puzzle",0,0,0,0,0,0
1285,motto-me-de-unou-o-kitaeru-sokudoku-jutsu-3,0,8/25/2011,0,0,0,0,0,,0,2019-06-25T14:46:02,,0,,0,0,0,0,0,0
1286,nanami-to-issho-ni-gakubo-english-joutatsu-no-kots,0,8/22/2013,0,0,0,0,0,,0,2019-06-25T15:28:12,,0,,0,0,0,0,0,0
1287,penguin-no-mondai-bakushou-roulette-battle,0,4/10/2014,0,0,0,0,0,,0,2019-06-25T17:25:44,,0,,0,0,0,0,0,0
1288,phonics-fun-with-biff-chip-and-kipper-vol-2,0,4/4/2013,0,0,0,0,0,,0,2019-06-25T17:36:07,,0,"Educational, Puzzle",0,0,0,0,0,0
1289,power-rangers-super-megaforce,0,10/28/2014,0,0,0,0,0,,0,2019-06-25T18:34:49,,0,,0,0,0,0,0,0
1290,professor-layton-vs-ace-attorney,0,11/29/2012,0,0,1,0,0,,0,2019-06-25T18:45:31,,1,,0,0,0,0,0,0
1291,puchinoberu-kongi-no-rokugatsu,0,6/25/2014,0,0,0,0,0,,0,2019-06-25T18:58:18,,0,,0,0,0,0,0,0
1292,puzzler-world-2013-hq,0,,0,0,0,0,0,,0,2019-06-25T19:05:41,,0,"Board Games, Puzzle",0,0,0,0,0,0
1293,pinball-breaker-4,0,8/29/2019,0,0,0,0,0,,62,2019-11-19T18:49:20,"Other, Pinball",0,,0,0,0,0,0,0
1294,love-hero,0,2/14/2019,0,0,0,0,0,,0,2019-01-21T03:23:19,,0,,0,0,0,0,0,0
1295,elminage-iii-ankoku-no-shito-to-taiyou-no-kyuuden,0,7/10/2011,0,0,0,0,0,,140,2019-09-12T06:39:22,,0,,0,0,0,0,0,0
1296,vectorracing,0,11/12/2010,0,0,0,0,0,,232,2019-10-22T14:29:37,"achievements, race",0,,0,0,0,0,0,0
1297,monster-strike,0,10/23/2014,0,0,0,0,0,,98,2019-10-22T14:28:42,"Conversation, Monsters",0,,0,0,0,0,0,0
1298,puzzler-brain-games,0,3/29/2013,0,0,0,0,0,,258,2019-01-09T12:41:06,,0,,0,0,0,0,0,0
1299,tales-to-enjoy-puss-in-boots,0,9/12/2013,0,0,0,0,0,,51,2019-01-09T12:41:06,,0,,0,0,0,0,0,0
1300,tales-to-enjoy-little-red-riding-hood,0,9/12/2013,0,0,0,0,0,,60,2019-01-09T12:41:06,,0,,0,0,0,0,0,0
1301,zombie-blaster,0,9/26/2013,0,0,0,0,0,,121,2019-01-09T12:41:06,"Survival, Zombies",0,,0,0,0,0,0,0
1302,tales-to-enjoy-three-little-pigs,0,9/19/2013,0,0,0,0,0,,46,2019-01-09T12:41:06,,0,,0,0,0,0,0,0
1303,crazy-chicken-directors-cut,0,11/7/2013,0,0,0,0,0,,83,2019-01-09T12:41:06,"Movie, secrets",0,,0,0,0,0,0,0
1304,orions-odyssey,0,12/12/2013,0,0,0,0,0,,108,2019-01-09T12:41:06,,0,,0,0,0,0,0,0
1305,driver-renegade,0,8/30/2011,0,0,0,0,0,,290,2019-01-09T12:41:06,"Crime, Driving",0,,0,0,0,0,0,0
1306,word-wizard-3d,0,9/12/2011,0,0,0,0,0,,157,2019-01-09T12:41:06,,0,,0,0,0,0,0,0
1307,puzzler-mind-gym-3d,0,9/13/2011,0,0,0,0,0,,121,2019-01-09T12:41:06,,0,,0,0,0,0,0,0
1308,nikolis-pencil-puzzle,0,6/2/2011,0,0,0,0,0,,220,2019-01-09T12:41:06,,0,,0,0,0,0,0,0
1309,blaster-master-enemy-below,0,12/15/2011,0,0,0,0,0,,227,2019-01-09T12:41:06,"War, NES",0,,0,0,0,0,0,0
1310,sweet-memories-blackjack,0,7/12/2012,0,0,0,0,0,,108,2019-01-09T12:41:06,"achievements, school",0,,0,0,0,0,0,0
1311,tumble-pop,0,7/19/2012,0,0,0,0,0,,190,2019-01-09T12:41:06,"Aliens, Space",0,,0,0,0,0,0,0
1312,touch-battle-tank-3d,0,8/9/2012,0,0,0,0,0,,97,2019-01-09T12:41:06,"Destruction, Tanks",0,,0,0,0,0,0,0
1313,air-battle-hockey-3d,0,1/3/2013,0,0,0,0,0,,146,2019-01-09T12:41:06,"Flight, Endless",0,,0,0,0,0,0,0
1314,witchs-cat,0,1/31/2013,0,0,0,0,0,,259,2019-01-09T12:41:06,"Magic, cats",0,,0,0,0,0,0,0
1315,mahjong-mysteries-ancient-athena,0,2/28/2013,0,0,0,0,0,,135,2019-01-09T12:41:06,,0,,0,0,0,0,0,0
1316,bowling-bonanza-3d,0,5/16/2013,0,0,0,0,0,,147,2019-01-09T12:41:06,,0,,0,0,0,0,0,0
1317,groove-heaven,0,5/23/2013,0,0,0,0,0,,121,2019-01-09T12:41:06,"Music, puzzles",0,,0,0,0,0,0,0
1318,lets-ride-best-in-breed-3d-2,0,9/26/2013,0,0,0,0,0,,304,2019-01-09T12:41:06,"Cute, horse",0,,0,0,0,0,0,0
1319,arcade-classics-3d,0,10/31/2013,0,0,0,0,0,,116,2019-01-09T12:41:06,,0,,0,0,0,0,0,0
1320,pokemon-ultra-moon-starter-pack,0,11/17/2017,0,0,0,0,0,,86,2019-01-09T12:41:06,,0,,0,0,0,0,0,0
1321,rto,0,11/9/2017,0,0,0,0,0,,346,2019-01-09T12:41:06,,0,,0,0,0,0,0,0
1322,breakout-defense-2,0,11/23/2017,0,0,0,0,0,,184,2019-01-09T12:41:06,,0,,0,0,0,0,0,0
1323,operation-cobra,0,12/31/2018,0,0,0,0,0,,36,2019-01-09T12:41:06,,0,,0,0,0,0,0,0
1324,japanese-rail-sim-3d-travel-of-steam,0,12/7/2017,0,0,0,0,0,,130,2019-01-09T12:41:06,"run, steam",0,,0,0,0,0,0,0
1325,physical-contact-2048,0,9/7/2017,0,0,0,0,0,,103,2019-01-09T12:41:06,"Multiplayer, puzzles",0,,0,0,0,0,0,0
1326,breakout-defense,0,12/15/2016,0,0,0,0,0,,144,2019-01-09T12:41:06,,0,,0,0,0,0,0,0
1327,super-destronaut-3d,0,3/23/2017,0,0,0,0,0,,78,2019-01-09T12:41:06,,0,,0,0,0,0,0,0
1328,pazuru,0,4/16/2015,0,0,0,0,0,,44,2019-01-09T12:41:06,,0,,0,0,0,0,0,0
1329,petz-countryside,0,10/14/2014,0,0,0,0,0,,84,2019-01-09T12:41:06,"cats, Dogs",0,,0,0,0,0,0,0
1330,petz-beach,0,10/14/2014,0,0,0,0,0,,46,2019-01-09T12:41:06,"cats, Dogs",0,,0,0,0,0,0,0
1331,poptropica-forgotten-islands,0,10/14/2014,0,0,0,0,0,,103,2019-01-09T12:41:06,"secrets, history",0,,0,0,0,0,0,0
1332,plain-video-poker,0,6/26/2014,0,0,0,0,0,,76,2019-01-09T12:41:06,,0,,0,0,0,0,0,0
1333,turtle-tale,0,5/22/2014,0,0,0,0,0,,223,2019-01-09T12:41:06,"Retro, Soundtrack",0,,0,0,0,0,0,0
1334,cubit-the-hardcore-platformer-robot,0,12/26/2013,0,0,0,0,0,,52,2019-01-09T12:41:06,"Music, Robots",0,,0,0,0,0,0,0
1335,family-bowling-3d,0,10/3/2013,0,0,0,0,0,,137,2019-01-09T12:41:06,"battle, challenge",0,,0,0,0,0,0,0
1336,heavy-fire-special-operations-3d,0,9/13/2012,0,0,0,0,0,,342,2019-01-09T12:41:06,,0,,0,0,0,0,0,0
1337,reel-fishing-3d-paradise,0,6/28/2012,0,0,0,0,0,,177,2019-01-09T12:41:06,"Fishing, Tanks",0,,0,0,0,0,0,0
1338,family-tennis-3d,0,7/5/2012,0,0,0,0,0,,174,2019-01-09T12:41:06,,0,,0,0,0,0,0,0
1339,ea-sports-fifa-soccer-12,0,9/27/2011,0,0,0,0,0,,315,2019-01-18T10:27:51,,0,,0,0,0,0,0,0
1340,table-tennis-infinity,0,7/6/2017,0,0,0,0,0,,45,2019-01-09T12:41:06,,0,,0,0,0,0,0,0
1341,mighty-bomb-jack,0,5/7/2007,0,0,0,0,0,,236,2019-01-09T12:41:06,"NES, secrets",0,,0,0,0,0,0,0
1342,thq-paws-claws-pampered-pets-resort,0,2/21/2012,0,0,0,0,0,,0,2019-01-09T12:41:06,,0,,0,0,0,0,0,0
1343,link-a-pix-color,0,1/18/2018,0,0,0,0,0,,117,2019-01-09T12:41:06,,0,,0,0,0,0,0,0
1344,picross-e9,0,8/8/2018,0,0,0,0,0,,13,2019-12-11T17:31:15,,0,,0,0,0,0,0,0
1345,insect-planet-td,0,10/25/2018,0,0,0,0,0,,0,2019-01-09T12:41:06,"Cute, Space",0,,0,0,0,0,0,0
1346,ice-age-continental-drift-arctic-games-3dsds,0,7/10/2012,0,0,0,0,0,43,66,2019-01-09T12:41:06,,0,"Family, Arcade",0,0,0,0,0,0
1347,phasmophobia-hall-of-specters-3d,0,1/17/2019,0,0,0,0,0,,0,2019-01-18T03:41:18,,0,,0,0,0,0,0,0
1348,crash-time-3d,0,4/27/2012,0,0,0,0,0,,0,2019-06-25T00:57:01,,0,,0,0,0,0,0,0
1349,cult-county,0,,0,0,0,0,0,,0,2019-06-25T01:12:06,,0,"Shooter, Action",0,0,0,0,0,0
1350,disney-magic-castle-my-happy-life,0,7/11/2013,0,0,0,0,0,,0,2019-06-25T02:06:34,,0,,0,0,0,0,0,0
1351,doraemon-nobita-no-uchuu-eiyuuki,0,3/5/2015,0,0,0,0,0,,0,2019-06-25T02:14:12,,0,,0,0,0,0,0,0
1352,earthpedia,0,4/19/2012,0,0,0,0,0,,0,2019-06-25T02:56:38,,0,,0,0,0,0,0,0
1353,fire-emblem-if-white-kingdom,0,,0,0,0,0,0,,0,2019-06-25T04:26:01,,0,,0,0,0,0,0,0
1354,forbidden-magna,0,10/2/2014,0,0,0,0,0,,0,2019-06-25T05:03:03,,0,,0,0,0,0,0,0
1355,inazuma-eleven-go-2-chrono-stone-neppuu,0,12/13/2012,0,0,0,0,0,,364,2019-06-24T18:21:53,,0,,0,0,0,0,0,0
1356,scooby-doo-and-looney-tunes-cartoon-universe-adven,0,7/31/2014,0,0,0,0,0,,0,2019-06-24T19:06:21,,0,,0,0,0,0,0,0
1357,cats-and-dogs-pets-at-play,0,3/30/2012,0,0,0,0,0,,0,2019-06-24T19:48:15,,0,,0,0,0,0,0,0
1358,arc-style-happy-ocean,0,3/6/2013,0,0,0,0,0,,0,2019-06-24T21:14:47,,0,,0,0,0,0,0,0
1359,atelier-deco-la-doll,0,12/25/2014,0,0,0,0,0,,0,2019-06-24T21:35:11,,0,,0,0,0,0,0,0
1360,blast-ball,0,,0,0,0,0,0,,0,2019-06-24T22:39:58,,0,,0,0,0,0,0,0
1361,cardfight-vanguard-g-stride-to-victory,0,1/14/2016,0,0,0,0,0,,0,2019-06-24T23:49:19,,0,,0,0,0,0,0,0
1362,maze-breaker,0,10/10/2019,0,0,0,0,0,,71,2019-11-19T17:55:04,"Other, maze",0,,0,0,0,0,0,0
1363,pinball-breaker-2,0,6/13/2019,0,0,0,0,0,,57,2019-11-19T18:07:57,"Other, Pinball",0,,0,0,0,0,0,0
1364,pinball-breaker-3,0,6/27/2019,0,0,0,0,0,,37,2019-11-19T18:15:21,"Other, Pinball",0,,0,0,0,0,0,0
1365,quarters-please,0,9/5/2019,0,0,0,0,0,,89,2019-11-19T18:59:57,"Aliens, Space",0,,0,0,0,0,0,0
1366,space-defender-battle-infinity,0,9/6/2018,0,0,0,0,0,,99,2019-01-09T12:41:06,"Space, planets",0,,0,0,0,0,0,0
1367,bike-rider-dx2-galaxy,0,12/18/2013,0,0,0,0,0,,134,2019-01-09T12:41:06,"Space, blocks",0,,0,0,0,0,0,0
1368,comic-workshop,0,7/17/2014,0,0,0,0,0,,73,2019-01-09T12:41:06,,0,,0,0,0,0,0,0
1369,secret-empires-of-the-ancient-world,0,9/18/2014,0,0,0,0,0,,212,2019-01-09T12:41:06,,0,,0,0,0,0,0,0
1370,kemonomix,0,11/6/2014,0,0,0,0,0,,50,2019-01-09T12:41:06,"Training, planet",0,,0,0,0,0,0,0
1371,safari-quest,0,11/11/2014,0,0,0,0,0,,138,2019-01-09T12:41:06,,0,,0,0,0,0,0,0
1372,painting-workshop,0,1/8/2015,0,0,0,0,0,,94,2019-01-09T12:41:06,,0,,0,0,0,0,0,0
1373,soccer-up-online,0,1/15/2015,0,0,0,0,0,,72,2019-01-09T12:41:06,"Soccer, online",0,,0,0,0,0,0,0
1374,excave,0,2/19/2015,0,0,0,0,0,,182,2019-01-09T12:41:06,,0,,0,0,0,0,0,0
1375,monster-combine-td,0,3/12/2015,0,0,0,0,0,,63,2019-01-09T12:41:06,,0,,0,0,0,0,0,0
1376,navy-commander,0,3/19/2015,0,0,0,0,0,,49,2019-01-09T12:41:06,,0,,0,0,0,0,0,0
1377,my-pet-school-3d,0,3/26/2015,0,0,0,0,0,,118,2019-01-09T12:41:06,"Movie, Minigames",0,,0,0,0,0,0,0
1378,heart-beaten,0,4/30/2015,0,0,0,0,0,,89,2019-01-09T12:41:06,"Epic, battle",0,,0,0,0,0,0,0
1379,johnny-dynamite,0,5/7/2015,0,0,0,0,0,,86,2019-01-09T12:41:06,,0,,0,0,0,0,0,0
1380,my-zoo-vet-practice-3d,0,6/11/2015,0,0,0,0,0,,213,2019-01-09T12:41:06,"Animals, bear",0,,0,0,0,0,0,0
1381,i-love-my-dogs,0,7/16/2015,0,0,0,0,0,,124,2019-01-09T12:41:06,"Training, Dog",0,,0,0,0,0,0,0
1382,i-am-an-air-traffic-controller-airport-hero-narita,0,7/16/2015,0,0,0,0,0,,85,2019-01-09T12:41:06,"Controller, simple",0,,0,0,0,0,0,0
1383,i-love-my-cats,0,7/23/2015,0,0,0,0,0,,105,2019-01-09T12:41:06,"Animals, cat",0,,0,0,0,0,0,0
1384,my-pets,0,1/7/2016,0,0,0,0,0,,154,2019-01-09T12:41:06,"cats, Dogs",0,,0,0,0,0,0,0
1385,pet-inn-3d,0,1/21/2016,0,0,0,0,0,,216,2019-01-09T12:41:06,"Minigames, cats",0,,0,0,0,0,0,0
1386,japanese-rail-sim-3d-monorail-trip-to-okinawa,0,8/25/2016,0,0,0,0,0,,108,2019-01-09T12:41:06,"japan, night",0,,0,0,0,0,0,0
1387,the-world-of-generations,0,12/31/2017,0,0,0,0,0,,59,2019-01-09T12:41:06,,0,,0,0,0,0,0,0
1388,i-am-an-air-traffic-controller-airport-hero-osaka-,0,6/15/2017,0,0,0,0,0,,131,2019-01-09T12:41:06,,0,,0,0,0,0,0,0
1389,gakki-de-asobo-tanoshii-douyou,0,6/25/2014,0,0,0,0,0,,0,2019-06-25T05:44:21,,0,,0,0,0,0,0,0
1390,greco-kara-no-chousenjou-keisan-no-yakata-to-oba-2,0,8/21/2013,0,0,0,0,0,,0,2019-06-25T06:56:07,,0,,0,0,0,0,0,0
1391,guild-01,0,5/31/2012,0,0,0,0,0,,0,2019-06-25T07:04:27,,0,,0,0,0,0,0,0
1392,guruguru-tamagotchi,0,4/24/2014,0,0,0,0,0,,0,2019-06-25T07:11:34,,0,,0,0,0,0,0,0
1393,hello-kitty-to-mahou-no-apron-rhythm-cooking,0,12/12/2013,0,0,0,0,0,,0,2019-06-25T07:34:44,,0,,0,0,0,0,0,0
1394,hoppechan-minna-de-odekake-wakuwaku-hoppe-land,0,7/17/2014,0,0,0,0,0,,0,2019-06-25T08:04:41,,0,,0,0,0,0,0,0
1395,hyper-paddle-blocrusher,0,8/22/2012,0,0,0,0,0,,0,2019-06-25T08:18:39,,0,,0,0,0,0,0,0
1396,imagine-champions-rider-3d,0,2/14/2013,0,0,0,0,0,,0,2019-06-25T08:33:41,,0,"Racing, Arcade",0,0,0,0,0,0
1397,inazuma-eleven-go-galaxy,0,12/5/2013,0,0,0,0,0,,0,2019-06-25T08:39:15,,0,"Arcade, Sports",0,0,0,0,0,0
1398,kamen-rider-travelers-senki,0,11/28/2013,0,0,0,0,0,,0,2019-06-25T09:40:45,,0,,0,0,0,0,0,0
1399,mini-mario-and-friends-amiibo-challenge,0,1/28/2016,0,0,0,0,0,,0,2019-06-25T13:30:14,,0,,0,0,0,0,0,0
1400,motto-kigaru-ni-oekaki-koubou-plus,0,8/21/2013,0,0,0,0,0,,0,2019-06-25T14:45:19,,0,,0,0,0,0,0,0
1401,nazo-waku-yakata-oto-no-ma-ni-ma-ni,0,4/8/2011,0,0,0,0,0,,0,2019-06-25T15:33:49,,0,,0,0,0,0,0,0
1402,nintendo-pocket-football-club,0,1/30/2013,0,0,0,0,0,,0,2019-06-25T16:12:53,,0,,0,0,0,0,0,0
1403,oshaberi-usagi-mecha-kawa-oshare-collection,0,12/19/2013,0,0,0,0,0,,0,2019-06-25T16:57:45,,0,,0,0,0,0,0,0
1404,poke-transporter,0,12/27/2013,0,0,0,0,0,,0,2019-06-25T18:09:09,,0,,0,0,0,0,0,0
1405,puchinoberu-tatageki-no-gogatsu,0,5/21/2014,0,0,0,0,0,,0,2019-06-25T18:58:31,,0,,0,0,0,0,0,0
1406,radirgy-de-gojaru,0,2/19/2014,0,0,0,0,0,,0,2019-06-25T19:21:20,,0,,0,0,0,0,0,0
1407,relaxuma-nakayoshi-collection,0,12/18/2014,0,0,0,0,0,,0,2019-06-25T19:56:20,,0,,0,0,0,0,0,0
1408,riki-densetsu,0,12/12/2012,0,0,0,0,0,,0,2019-06-25T20:18:39,,0,,0,0,0,0,0,0
1409,unchainblades-rexx,0,7/14/2011,0,0,1,0,0,,55,2019-07-02T11:34:25,,1,,0,0,0,0,0,0
1410,starry-sky-in-autumn-3d,0,8/29/2013,0,0,0,0,0,,0,2019-06-26T00:13:54,,0,,0,0,0,0,0,0
1411,terra-formars-akaki-hoshi-no-gekitou,0,,0,0,0,0,0,,0,2019-06-26T02:02:13,,0,,0,0,0,0,0,0
1412,toriko-ultimate-survival,0,11/28/2013,0,0,0,0,0,,0,2019-06-26T02:54:56,,0,,0,0,0,0,0,0
1413,silver-falls-3-down-stars,0,1/2/2020,0,0,0,0,0,,0,2020-12-16T14:09:35,"RPG, Horror",0,,0,0,0,0,0,0
1414,quarters-please-vol-2,0,2/6/2020,0,0,0,0,0,,0,2020-12-16T14:23:33,"Retro, Space",0,,0,0,0,0,0,0
1415,best-of-solitaire,0,5/17/2011,0,0,0,0,0,,105,2019-08-02T16:23:12,,0,,0,0,0,0,0,0
1416,stack-em-high,0,7/6/2017,0,0,0,0,0,,99,2019-01-09T12:41:06,"Multiplayer, puzzles",0,,0,0,0,0,0,0
